bill_number,term,action_date,action,chamber,order
SB6018,2023-2024,2024-01-08,"First reading, referred to Early Learning & K-12 Education.",S,2
SB6018,2023-2024,2024-01-18,Public hearing in the Senate Committee on Early Learning & K-12 Education at 1:30 PM.,S,3
SB6018,2023-2024,2024-01-25,Executive action taken in the Senate Committee on Early Learning & K-12 Education at 1:30 PM.,S,4
SB6018,2023-2024,2024-01-25,EDU - Majority; do pass.,S,5
SB6018,2023-2024,2024-01-25,And refer to Ways & Means.,S,6
SB6018,2023-2024,2024-01-25,Minority; do not pass.,S,7
SB6018,2023-2024,2024-01-25,Minority; without recommendation.,S,8
SB6018,2023-2024,2024-01-26,Referred to Ways & Means.,S,9
SB6019,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6019,2023-2024,2024-01-08,"First reading, referred to Health & Long Term Care.",S,2
SB6020,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6020,2023-2024,2024-01-08,"First reading, referred to Agriculture, Water, Natural Resources & Parks.",S,2
SB6020,2023-2024,2024-01-22,"Public hearing in the Senate Committee on Agriculture, Water, Natural Resources & Parks at 1:30 PM.",S,3
SB6020,2023-2024,2024-01-29,"Executive action taken in the Senate Committee on Agriculture, Water, Natural Resources & Parks at 1:30 PM.",S,4
SB6020,2023-2024,2024-01-29,"AWNP - Majority; 1st substitute bill be substituted, do pass.",S,5
SB6020,2023-2024,2024-01-30,Passed to Rules Committee for second reading.,S,6
SB6020,2023-2024,2024-02-06,Placed on second reading by Rules Committee.,S,7
SB6020,2023-2024,2024-02-08,1st substitute bill substituted .,S,8
SB6020,2023-2024,2024-02-08,Rules suspended.  Placed on Third Reading.,S,9
SB6020,2023-2024,2024-02-08,"Third reading, passed; yeas, 48; nays, 0; absent, 0; excused, 1.",S,10
SB6020,2023-2024,2024-02-10,"First reading, referred to Agriculture and Natural Resources.",H,11
SB6020,2023-2024,2024-02-16,Public hearing in the House Committee on Agriculture & Natural Resources at 10:30 AM.,H,12
SB6020,2023-2024,2024-02-20,"Executive session scheduled, but no action was taken in the House Committee on Agriculture & Natural Resources at 10:30 AM.",H,13
SB6020,2023-2024,2024-02-21,"Executive session scheduled, but no action was taken in the House Committee on Agriculture & Natural Resources at 8:00 AM.",H,14
SB6020,2023-2024,2024-03-07,"By resolution, returned to Senate Rules Committee for third reading.",H,15
SB6021,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6021,2023-2024,2024-01-08,"First reading, referred to Human Services.",S,2
SB6021,2023-2024,2024-01-16,Public hearing in the Senate Committee on Human Services at 10:30 AM.,S,3
SB6021,2023-2024,2024-01-18,Executive action taken in the Senate Committee on Human Services at 8:00 AM.,S,4
SB6021,2023-2024,2024-01-18,"HS - Majority; 1st substitute bill be substituted, do pass.",S,5
SB6021,2023-2024,2024-01-18,Minority; do not pass.,S,6
SB6021,2023-2024,2024-01-18,Minority; without recommendation.,S,7
SB6021,2023-2024,2024-01-18,And refer to Ways & Means.,S,8
SB6021,2023-2024,2024-01-19,Referred to Ways & Means.,S,9
SB6021,2023-2024,2024-02-01,Public hearing in the Senate Committee on Ways & Means at 1:30 PM.,S,10
SB6021,2023-2024,2024-02-05,"Executive session scheduled, but no action was taken in the Senate Committee on Ways & Means at 10:00 AM.",S,11
SB6022,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6022,2023-2024,2024-01-08,"First reading, referred to Ways & Means.",S,2
SB6023,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6023,2023-2024,2024-01-08,"First reading, referred to Law & Justice.",S,2
SB6024,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6024,2023-2024,2024-01-08,"First reading, referred to Local Government, Land Use & Tribal Affairs.",S,2
SB6024,2023-2024,2024-01-11,"Public hearing in the Senate Committee on Local Government, Land Use & Tribal Affairs at 10:30 AM.",S,3
SB6025,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6025,2023-2024,2024-01-08,"First reading, referred to Business, Financial Services, Gaming & Trade.",S,2
SB6025,2023-2024,2024-01-16,"Public hearing in the Senate Committee on Business, Financial Services, Gaming & Trade at 8:00 AM.",S,3
SB6025,2023-2024,2024-01-18,"Executive session scheduled, but no action was taken in the Senate Committee on Business, Financial Services, Gaming & Trade at 10:30 AM.",S,4
SB6025,2023-2024,2024-01-25,"Executive session scheduled, but no action was taken in the Senate Committee on Business, Financial Services, Gaming & Trade at 10:30 AM.",S,5
SB6025,2023-2024,2024-01-30,"Executive action taken in the Senate Committee on Business, Financial Services, Gaming & Trade at 8:00 AM.",S,6
SB6025,2023-2024,2024-01-30,"BFGT - Majority; 1st substitute bill be substituted, do pass.",S,7
SB6025,2023-2024,2024-01-30,Minority; without recommendation.,S,8
SB6025,2023-2024,2024-01-31,Passed to Rules Committee for second reading.,S,9
SB6025,2023-2024,2024-02-02,Placed on second reading by Rules Committee.,S,10
SB6025,2023-2024,2024-02-06,1st substitute bill substituted .,S,11
SB6025,2023-2024,2024-02-06,Rules suspended.  Placed on Third Reading.,S,12
SB6025,2023-2024,2024-02-06,"Third reading, passed; yeas, 49; nays, 0; absent, 0; excused, 0.",S,13
SB6025,2023-2024,2024-02-08,"First reading, referred to Consumer Protection & Business.",H,14
SB6025,2023-2024,2024-02-14,Public hearing in the House Committee on Consumer Protection & Business at 1:30 PM.,H,15
SB6025,2023-2024,2024-02-16,Executive action taken in the House Committee on Consumer Protection & Business at 8:00 AM.,H,16
SB6025,2023-2024,2024-02-16,CPB - Majority; do pass.,H,17
SB6025,2023-2024,2024-02-19,Referred to Appropriations.,H,18
SB6025,2023-2024,2024-02-22,Public hearing in the House Committee on Appropriations at 11:00 AM.,H,19
SB6025,2023-2024,2024-02-26,Executive action taken in the House Committee on Appropriations at 10:30 AM.,H,20
SB6025,2023-2024,2024-02-26,APP - Majority; do pass.,H,21
SB6025,2023-2024,2024-02-26,Referred to Rules 2 Review.,H,22
SB6025,2023-2024,2024-02-27,Rules Committee relieved of further consideration.  Placed on second reading.,H,23
SB6025,2023-2024,2024-02-29,Floor amendment adopted.,H,24
SB6025,2023-2024,2024-02-29,Rules suspended.  Placed on Third Reading.,H,25
SB6025,2023-2024,2024-02-29,"Third reading, passed; yeas, 96; nays, 0; absent, 0; excused, 2.",H,26
SB6025,2023-2024,2024-03-05,Senate concurred in House amendments.,S,27
SB6025,2023-2024,2024-03-05,"Passed final passage; yeas, 49; nays, 0; absent, 0; excused, 0.",S,28
SB6025,2023-2024,2024-03-07,President signed.,S,29
SB6025,2023-2024,2024-03-07,Speaker signed.,H,30
SB6025,2023-2024,2024-03-08,Delivered to Governor.,O,31
SB6025,2023-2024,2024-03-25,Governor signed.,O,32
SB6025,2023-2024,2024-03-25,"Chapter 249, 2024 Laws.",O,33
SB6025,2023-2024,2024-03-25,Effective date 6/6/2024.,O,34
SB6026,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6026,2023-2024,2024-01-08,"First reading, referred to Early Learning & K-12 Education.",S,2
SB6027,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6027,2023-2024,2024-01-08,"First reading, referred to Business, Financial Services, Gaming & Trade.",S,2
SB6027,2023-2024,2024-01-11,"Public hearing in the Senate Committee on Business, Financial Services, Gaming & Trade at 10:30 AM.",S,3
SB6027,2023-2024,2024-01-16,"Executive action taken in the Senate Committee on Business, Financial Services, Gaming & Trade at 8:00 AM.",S,4
SB6027,2023-2024,2024-01-16,BFGT - Majority; do pass.,S,5
SB6027,2023-2024,2024-01-17,Passed to Rules Committee for second reading.,S,6
SB6027,2023-2024,2024-02-02,Placed on second reading by Rules Committee.,S,7
SB6027,2023-2024,2024-02-07,Rules suspended.  Placed on Third Reading.,S,8
SB6027,2023-2024,2024-02-07,"Third reading, passed; yeas, 48; nays, 0; absent, 1; excused, 0.",S,9
SB6027,2023-2024,2024-02-09,"First reading, referred to Consumer Protection & Business.",H,10
SB6027,2023-2024,2024-02-16,Public hearing in the House Committee on Consumer Protection & Business at 8:00 AM.,H,11
SB6027,2023-2024,2024-02-20,"Executive session scheduled, but no action was taken in the House Committee on Consumer Protection & Business at 1:30 PM.",H,12
SB6027,2023-2024,2024-02-21,Executive action taken in the House Committee on Consumer Protection & Business at 1:30 PM.,H,13
SB6027,2023-2024,2024-02-21,CPB - Majority; do pass.,H,14
SB6027,2023-2024,2024-02-21,Referred to Rules 2 Review.,H,15
SB6027,2023-2024,2024-02-24,Rules Committee relieved of further consideration.  Placed on second reading.,H,16
SB6027,2023-2024,2024-02-27,Rules suspended.  Placed on Third Reading.,H,17
SB6027,2023-2024,2024-02-27,"Third reading, passed; yeas, 95; nays, 0; absent, 0; excused, 3.",H,18
SB6027,2023-2024,2024-03-01,President signed.,S,19
SB6027,2023-2024,2024-03-04,Speaker signed.,H,20
SB6027,2023-2024,2024-03-07,Delivered to Governor.,O,21
SB6027,2023-2024,2024-03-13,Governor signed.,O,22
SB6027,2023-2024,2024-03-13,"Chapter 42, 2024 Laws.",O,23
SB6027,2023-2024,2024-03-13,Effective date 6/6/2024.,O,24
SB6028,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6028,2023-2024,2024-01-08,"First reading, referred to Labor & Commerce.",S,2
SB6028,2023-2024,2024-01-18,Public hearing in the Senate Committee on Labor & Commerce at 8:00 AM.,S,3
SB6028,2023-2024,2024-01-22,Executive action taken in the Senate Committee on Labor & Commerce at 10:30 AM.,S,4
SB6028,2023-2024,2024-01-22,LC - Majority; do pass.,S,5
SB6028,2023-2024,2024-01-24,Passed to Rules Committee for second reading.,S,6
SB6028,2023-2024,2024-01-30,Placed on second reading consent calendar.,S,7
SB6028,2023-2024,2024-02-06,Rules suspended.  Placed on Third Reading.,S,8
SB6028,2023-2024,2024-02-06,"Third reading, passed; yeas, 48; nays, 0; absent, 0; excused, 1.",S,9
SB6028,2023-2024,2024-02-08,"First reading, referred to Labor & Workplace Standards.",H,10
SB6028,2023-2024,2024-03-07,"By resolution, returned to Senate Rules Committee for third reading.",H,11
SB6029,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6029,2023-2024,2024-01-08,"First reading, referred to Local Government, Land Use & Tribal Affairs.",S,2
SB6029,2023-2024,2024-01-16,"Public hearing in the Senate Committee on Local Government, Land Use & Tribal Affairs at 8:00 AM.",S,3
SB6029,2023-2024,2024-01-30,"Executive action taken in the Senate Committee on Local Government, Land Use & Tribal Affairs at 8:00 AM.",S,4
SB6029,2023-2024,2024-01-30,"LGLT - Majority; 1st substitute bill be substituted, do pass.",S,5
SB6029,2023-2024,2024-01-31,Passed to Rules Committee for second reading.,S,6
SB6029,2023-2024,2024-02-06,Placed on second reading by Rules Committee.,S,7
SB6029,2023-2024,2024-02-15,"Senate Rules ""X"" file.",S,8
SB6030,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6030,2023-2024,2024-01-08,"First reading, referred to Housing.",S,2
SB6030,2023-2024,2024-01-12,Public hearing in the Senate Committee on Housing at 10:30 AM.,S,3
SB6030,2023-2024,2024-01-17,Executive action taken in the Senate Committee on Housing at 10:30 AM.,S,4
SB6030,2023-2024,2024-01-17,HSG - Majority; do pass.,S,5
SB6030,2023-2024,2024-01-17,And refer to Ways & Means.,S,6
SB6030,2023-2024,2024-01-19,Referred to Ways & Means.,S,7
SB6030,2023-2024,2024-01-25,Public hearing in the Senate Committee on Ways & Means at 4:00 PM.,S,8
SB6030,2023-2024,2024-02-05,Executive action taken in the Senate Committee on Ways & Means at 10:00 AM.,S,9
SB6030,2023-2024,2024-02-05,WM - Majority; do pass.,S,10
SB6030,2023-2024,2024-02-05,Minority; do not pass.,S,11
SB6030,2023-2024,2024-02-05,Minority; without recommendation.,S,12
SB6030,2023-2024,2024-02-05,Passed to Rules Committee for second reading.,S,13
SB6030,2023-2024,2024-02-09,Placed on second reading by Rules Committee.,S,14
SB6030,2023-2024,2024-02-13,Rules suspended.  Placed on Third Reading.,S,15
SB6030,2023-2024,2024-02-13,"Third reading, passed; yeas, 49; nays, 0; absent, 0; excused, 0.",S,16
SB6030,2023-2024,2024-02-15,"First reading, referred to Finance.",H,17
SB6030,2023-2024,2024-02-20,Public hearing in the House Committee on Finance at 8:00 AM.,H,18
SB6030,2023-2024,2024-02-23,Executive action taken in the House Committee on Finance at 9:00 AM.,H,19
SB6030,2023-2024,2024-02-23,FIN - Majority; do pass.,H,20
SB6030,2023-2024,2024-02-23,Minority; do not pass.,H,21
SB6030,2023-2024,2024-02-23,Minority; without recommendation.,H,22
SB6030,2023-2024,2024-02-26,Referred to Rules 2 Review.,H,23
SB6030,2023-2024,2024-02-28,Rules Committee relieved of further consideration.  Placed on second reading.,H,24
SB6030,2023-2024,2024-03-07,"By resolution, returned to Senate Rules Committee for third reading.",H,25
SB6031,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6031,2023-2024,2024-01-08,"First reading, referred to Early Learning & K-12 Education.",S,2
SB6031,2023-2024,2024-01-25,Public hearing in the Senate Committee on Early Learning & K-12 Education at 1:30 PM.,S,3
SB6031,2023-2024,2024-01-29,Executive action taken in the Senate Committee on Early Learning & K-12 Education at 1:30 PM.,S,4
SB6031,2023-2024,2024-01-29,EDU - Majority; do pass.,S,5
SB6031,2023-2024,2024-01-29,And refer to Ways & Means.,S,6
SB6031,2023-2024,2024-01-30,Referred to Ways & Means.,S,7
SB6031,2023-2024,2024-02-03,Public hearing in the Senate Committee on Ways & Means at 9:00 AM.,S,8
SB6031,2023-2024,2024-02-05,Executive action taken in the Senate Committee on Ways & Means at 10:00 AM.,S,9
SB6031,2023-2024,2024-02-05,"WM - Majority; 1st substitute bill be substituted, do pass.",S,10
SB6031,2023-2024,2024-02-05,Passed to Rules Committee for second reading.,S,11
SB6031,2023-2024,2024-02-09,Placed on second reading by Rules Committee.,S,12
SB6031,2023-2024,2024-02-12,1st substitute bill substituted .,S,13
SB6031,2023-2024,2024-02-12,Floor amendment adopted.,S,14
SB6031,2023-2024,2024-02-12,Rules suspended.  Placed on Third Reading.,S,15
SB6031,2023-2024,2024-02-12,"Third reading, passed; yeas, 48; nays, 0; absent, 0; excused, 1.",S,16
SB6031,2023-2024,2024-02-15,"First reading, referred to Education.",H,17
SB6031,2023-2024,2024-02-19,Committee relieved of further consideration.,H,18
SB6031,2023-2024,2024-02-19,Referred to Appropriations.,H,19
SB6031,2023-2024,2024-02-22,Public hearing in the House Committee on Appropriations at 11:00 AM.,H,20
SB6031,2023-2024,2024-02-26,Executive action taken in the House Committee on Appropriations at 10:30 AM.,H,21
SB6031,2023-2024,2024-02-26,APP - Majority; do pass with amendment.,H,22
SB6031,2023-2024,2024-02-26,Minority; without recommendation.,H,23
SB6031,2023-2024,2024-02-26,Referred to Rules 2 Review.,H,24
SB6031,2023-2024,2024-02-29,Rules Committee relieved of further consideration.  Placed on second reading.,H,25
SB6031,2023-2024,2024-03-01,Committee amendment adopted with no other amendments.,H,26
SB6031,2023-2024,2024-03-01,Rules suspended.  Placed on Third Reading.,H,27
SB6031,2023-2024,2024-03-01,"Third reading, passed; yeas, 90; nays, 6; absent, 0; excused, 2.",H,28
SB6031,2023-2024,2024-03-05,Senate refuses to concur in House amendments.  Asks House to recede from amendments.,S,29
SB6031,2023-2024,2024-03-07,"By resolution, returned to Senate Rules Committee for third reading.",H,30
SB6032,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6032,2023-2024,2024-01-08,"First reading, referred to Law & Justice.",S,2
SB6032,2023-2024,2024-01-23,Public hearing in the Senate Committee on Law & Justice at 10:30 AM.,S,3
SB6032,2023-2024,2024-01-30,Executive action taken in the Senate Committee on Law & Justice at 10:30 AM.,S,4
SB6032,2023-2024,2024-01-30,"LAW - Majority; 1st substitute bill be substituted, do pass.",S,5
SB6032,2023-2024,2024-01-31,Passed to Rules Committee for second reading.,S,6
SB6032,2023-2024,2024-02-15,"Senate Rules ""X"" file.",S,7
SB6033,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6033,2023-2024,2024-01-08,"First reading, referred to Law & Justice.",S,2
SB6033,2023-2024,2024-01-29,Public hearing in the Senate Committee on Law & Justice at 10:30 AM.,S,3
SB6033,2023-2024,2024-01-30,Executive action taken in the Senate Committee on Law & Justice at 10:30 AM.,S,4
SB6033,2023-2024,2024-01-30,LAW - Majority; do pass.,S,5
SB6033,2023-2024,2024-01-30,Minority; without recommendation.,S,6
SB6033,2023-2024,2024-01-31,Passed to Rules Committee for second reading.,S,7
SB6033,2023-2024,2024-02-15,"Senate Rules ""X"" file.",S,8
SB6034,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6034,2023-2024,2024-01-08,"First reading, referred to Business, Financial Services, Gaming & Trade.",S,2
SB6034,2023-2024,2024-01-18,"Public hearing in the Senate Committee on Business, Financial Services, Gaming & Trade at 10:30 AM.",S,3
SB6035,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6035,2023-2024,2024-01-08,"First reading, referred to Higher Education & Workforce Development.",S,2
SB6035,2023-2024,2024-01-12,Public hearing in the Senate Committee on Higher Education & Workforce Development at 10:30 AM.,S,3
SB6035,2023-2024,2024-01-17,Executive action taken in the Senate Committee on Higher Education & Workforce Development at 8:00 AM.,S,4
SB6035,2023-2024,2024-01-17,HEWD - Majority; do pass.,S,5
SB6035,2023-2024,2024-01-17,And refer to Ways & Means.,S,6
SB6035,2023-2024,2024-01-18,"On motion, referred to Rules Committee for second reading.",S,7
SB6035,2023-2024,2024-02-15,"Senate Rules ""X"" file.",S,8
SB6036,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6036,2023-2024,2024-01-08,"First reading, referred to Agriculture, Water, Natural Resources & Parks.",S,2
