bill_number,session,title,status,primary_sponsors,intro_date,effective_date,chapter_num,companion,summary
A-1389,2024_2025,Domestic violence restraining orders-seizure of ammunition/firearm components,SLP,"Haider, Shama A.; Park, Ellen J.; Hall, Garnet R.",2024-01-09,,,,Requires seizure of ammunition and certain firearm components in response to domestic violence restraining order or conviction.
A-1390,2024_2025,Telemedicine & telehealth-allow health prof outside NJ provide svc to NJ patient,AHE,"Haider, Shama A.",2024-01-09,,,S-1597,Expressly allows health care professionals located outside New Jersey to provide services using telemedicine and telehealth to patients in New Jersey.
A-1391,2024_2025,"Crime victim, certain-strengthens location confidentiality",AJU,"Haider, Shama A.",2024-01-09,,,,Strengthens location confidentiality for certain crime victims.
A-1392,2024_2025,Non-flushable disposable wipes-labeling required,WAPP,"Haider, Shama A.; Conaway, Herb",2024-01-09,,,S-0783,Requires labeling of non-flushable disposable wipes.
A-1393,2024_2025,"Votes & mail-in ballots-concerns canvassing before election day, cert conditions",ASL,"Haider, Shama A.; Reynolds-Jackson, Verlina",2024-01-09,,,,Allows county boards of elections to begin canvassing early votes and mail-in ballots before election day under certain conditions.
A-1394,2024_2025,Language needs assessment-requires Commissioners of DOH and DHS perform,AHU,"Haider, Shama A.",2024-01-09,,,,Requires Commissioners of DOH and DHS to perform language needs assessment.
A-1395,2024_2025,"Inmate, female-prov w/family planning services prior to correctional fac release",APS,"Haider, Shama A.",2024-01-09,,,S-2178,Requires female inmates be provided with family planning services prior to release from correctional facility.
A-1396,2024_2025,Wrongful death act-expands to allow recovery for mental anguish & emotional pain,AJU,"Haider, Shama A.",2024-01-09,,,S-2253,"Expands wrongful death act to allow recovery for mental anguish, emotional pain and suffering, loss of society and loss of companionship."
A-1397,2024_2025,Student assistance grant awards-allows students to use during summer session,AHI,"Haider, Shama A.",2024-01-09,,,,"Allows students to use certain grant awards during summer session.
"
A-1398,2024_2025,"Internet-estab. office in BPU, assist in provision/expansion of service in State",ACE,"Haider, Shama A.; Reynolds-Jackson, Verlina; Simmons, Heather",2024-01-09,,,S-2213,Establishes office in EDA to assist in provision and expansion of broadband Internet service in State to address inequities in accessing broadband service.
A-1399,2024_2025,"Medical device, recalled-req. manufacturer provide replacement device or pay for",ACO,"Haider, Shama A.",2024-01-09,,,,Requires manufacturer of recalled medical devices to provide replacement device or pay for replacement device under certain circumstances.
A-1400,2024_2025,Drinking water quality standards-supplier notify affected mun & school districts,APP,"Haider, Shama A.; Calabrese, Clinton; Venezia, Michael",2024-01-09,2026-01-20,341.0,S-0984,"Requires water supplier to notify affected municipalities, school districts, charter schools, nonpublic schools, and institutions of higher education of violations of drinking water quality standards.*"
A-1401,2024_2025,Job applicants-prohibits employers from inquiring about gender,ALA,"Haider, Shama A.",2024-01-09,,,S-2172,Prohibits employers from inquiring about gender of job applicants under certain circumstances.
A-1402,2024_2025,Integrated care facility-require publication of guide for licensure,AHE,"Haider, Shama A.; Greenwald, Louis D.",2024-01-09,,,,Requires publication of guide for licensure as integrated care facility; assigns DOH and DHS employees to communicate with facilities.
A-1403,2024_2025,Disabled person-DEP required to develop beach accessibility guidelines,AAP,"Haider, Shama A.; Stanley, Sterley S.; Atkins, Reginald W.",2024-01-09,,,S-1996,"""Penny's Law""; requires DEP to develop beach accessibility guidelines for persons with disabilities."
A-1404,2024_2025,Tonka's Law-changes perimeter bow and arrow hunting around certain buildings,AEN,"Haider, Shama A.",2024-01-09,,,S-0778,"Changes perimeter for bow and arrow hunting around certain buildings; requires property owner to provide notice and obtain receipt from owners of adjacent properties of any hunting activity; designated as ""Restoring Safety Buffer Law."""
A-1405,2024_2025,Epilepsy drugs-prohibits substitution by pharmacists w/out prior notification,AHE,"Haider, Shama A.",2024-01-09,,,,Prohibits substitution of prescribed epilepsy drugs by pharmacists without prior notification to and written consent of physician and patient.
A-1406,2024_2025,School breakfast and lunch nutrition standards-public schools comply,SUB,"Haider, Shama A.; Swain, Lisa",2024-01-09,,,S-2167,Requires public and certain nonpublic schools to comply with breakfast and lunch standards adopted by USDA.**
A-1407,2024_2025,"Sexual assault, aggravated-transp network driver commit act using coercion",AJU,"Haider, Shama A.",2024-01-09,,,S-0763,Makes it aggravated sexual assault or sexual contact for transportation network company or taxicab driver to commit act of sexual penetration or sexual contact using coercion or without permission on passenger.
A-1408,2024_2025,"Reading literacy-estab 3-yr pilot prog, incr reading levels of cert students;$1M",AED,"Haider, Shama A.",2024-01-09,,,S-2617,Directs Commissioner of Education to establish three-year pilot program to increase reading levels of certain students; appropriates $1 million.
A-1409,2024_2025,Medicaid fee-for-svc coverage-concerns certain managed long term svcs & supports,AHU,"Haider, Shama A.; Park, Ellen J.",2024-01-09,,,S-0761,Requires Medicaid fee-for-service coverage of managed long term services and supports when beneficiary is pending enrollment in managed care organization.
A-1410,2024_2025,Cybersecurity infra-req Exec Branch & State college principal dpt conduct review,APS,"Haider, Shama A.; Tully, Chris; Speight, Shanique",2024-01-09,,,S-2271,Requires each government entity in this State to conduct review of cybersecurity infrastructure and make recommendations.
A-1411,2024_2025,Ambulances-required to carry epinephrine,AHE,"Haider, Shama A.",2024-01-09,,,S-0753,Requires certain ambulances to carry epinephrine.
A-1412,2024_2025,"Inmates, pregnant-DOC provide prenatal & post-partum education & services",APS,"Haider, Shama A.",2024-01-09,,,S-2179,Requires DOC to provide prenatal and post-partum education and services for certain inmates.
A-1413,2024_2025,Perfluoroalkyl & polyfluoroalkyl substance in firefighting foam-proh sale/manuf,WAPP,"Haider, Shama A.; Swain, Lisa; Stanley, Sterley S.",2024-01-09,,,S-1417,"Prohibits sale, manufacture, distribution, and use of firefighting foam containing intentionally added perfluoroalkyl and polyfluoroalkyl substances; requires DEP to establish collection and disposal program; appropriates $250,000."
A-1414,2024_2025,"Student reps. on boards of trustees, instit. of higher edu.-elim citizenship req",AHI,"Haider, Shama A.",2024-01-09,,,S-1417,Eliminates US citizenship requirement for student representatives on boards of trustees of certain public institutions of higher education.
A-1415,2024_2025,Preschool programs-req. majority placements at licensed child care provider prog,AED,"Haider, Shama A.; Reynolds-Jackson, Verlina; Atkins, Reginald W.",2024-01-09,,,S-2238,Requires school district to provide majority of preschool pupil placements at licensed child care provider programs.
A-1416,2024_2025,"Economic conditions, various-req stress testing on State's ability to prov svcs",ASL,"Haider, Shama A.; Calabrese, Clinton; Freiman, Roy",2024-01-09,,,S-1411,Requires stress testing on State's ability to provide services in various economic conditions.
A-1417,2024_2025,Opioid antidotes-county health department maintain reserve stock,AHE,"Haider, Shama A.",2024-01-09,,,S-2262,Requires county health departments to maintain reserve stock of opioid antidotes to dispense to certain entities on interim basis to ensure uninterrupted supply.
A-1418,2024_2025,"Food date labeling-establish standards, public education program",ACO,"Haider, Shama A.; Collazos-Gill, Alixon",2024-01-09,,,S-0200,Establishes standards for food date labeling; requires Commissioner of Health to establish public education program and promulgate guidelines related to food safety.
A-1419,2024_2025,"VETeach Pilot Program-estab in DOE, facilitate teacher certification of veterans",WAPP,"Haider, Shama A.",2024-01-09,,,S-1420,"Establishes ""VETeach Pilot Program"" in DOE to facilitate teacher certification of veterans."
A-1420,2024_2025,Electric Vehicle Battery Repurposing Fund-establishes,AEN,"Haider, Shama A.; Sauickie, Alex",2024-01-09,,,S-0241,"Establishes ""Electric Vehicle Battery Repurposing Fund"" to support repurposing, remanufacturing, and recycling of electric vehicle batteries; dedicates amounts based on certain sales of electric vehicles."
A-1421,2024_2025,Protecting Against Forever Chemicals Act-concerns perfluoroalkyl/polyflouroalkyl,SUB,"Haider, Shama A.; Swain, Lisa; Collazos-Gill, Alixon",2024-01-09,,,S-1042,"""Protecting Against Forever Chemicals Act""; establishes requirements, prohibitions, and programs for regulation of perfluoroalkyl and polyfluoroalkyl substances (PFAS)."
A-1422,2024_2025,Chiara's Law-proh euthanizing animals in shelter except for health/safety reason,ACE,"Haider, Shama A.",2024-01-09,,,S-2784,"""Chiara's Law""; prohibits euthanizing animals in shelters or pounds except for health or safety reasons."
A-1423,2024_2025,"School buses, certain-requires MVC conduct unscheduled surprise inspections",AAP,"Haider, Shama A.; Stanley, Sterley S.; Calabrese, Clinton",2024-01-09,,,S-0323,Requires MVC to conduct unscheduled surprise inspections of certain school buses.
A-1424,2024_2025,NJT Office of Customer Advocate and Rider Advocacy Commission-establish,2RA,"Haider, Shama A.; Karabinchak, Robert J.; Ramirez, Jessica",2024-01-09,,,S-1190,Establishes NJT Office of Customer Advocate and Rider Advocacy Commission.
A-1425,2024_2025,"Alcoholic beverage licensing laws-makes various revisions, cert. retailers/manuf",AOF,"Haider, Shama A.; Park, Ellen J.",2024-01-09,,,S-0784,Makes various revisions to alcoholic beverage licensing laws pertaining to certain retailers and manufacturers; provides tax credit under corporate business tax and gross income tax to certain retail licensees.
A-1426,2024_2025,"Interdistrict public school choice prog-prov suppl transportation aid, cert dist",AED,"Haider, Shama A.; Venezia, Michael; Park, Ellen J.",2024-01-09,,,S-0787,Provides supplemental transportation aid to certain districts participating in interdistrict public school choice program.
A-1427,2024_2025,On-demand micro transit pilot program-req NJT establish guidelines w/in State,ATR,"Haider, Shama A.; Schaer, Gary S.",2024-01-09,,,S-1640,Requires NJT to establish guidelines for on-demand micro transit pilot programs operating within State.
