bill_number,session_year,session_type,action_date,action,order
HB626,2024,RS,2024-03-07,"2nd reading, to Rules",5
HB626,2024,RS,2024-03-07,"posted for passage in the Regular Orders of the Day for Friday, March 08, 2024",6
HB626,2024,RS,2024-03-11,"3rd reading, passed 62-31",7
HB626,2024,RS,2024-03-12,received in Senate,8
HB626,2024,RS,2024-03-12,to Committee on Committees (S),9
HB626,2024,RS,2024-03-14,to Judiciary (S),10
HB627,2024,RS,2024-02-21,introduced in House,1
HB627,2024,RS,2024-02-21,to Committee on Committees (H),2
HB628,2024,RS,2024-02-21,introduced in House,1
HB628,2024,RS,2024-02-21,to Committee on Committees (H),2
HB629,2024,RS,2024-02-21,introduced in House,1
HB629,2024,RS,2024-02-21,to Committee on Committees (H),2
HB630,2024,RS,2024-02-21,introduced in House,1
HB630,2024,RS,2024-02-21,to Committee on Committees (H),2
HB630,2024,RS,2024-02-23,to Education (H),3
HB630,2024,RS,2024-02-27,"reported favorably, 1st reading, to Calendar",4
HB630,2024,RS,2024-02-27,floor amendment (1-title) filed,5
HB630,2024,RS,2024-02-28,"2nd reading, to Rules",6
HB630,2024,RS,2024-02-28,"posted for passage in the Regular Orders of the Day for Thursday, February 29, 2024",7
HB630,2024,RS,2024-02-29,"3rd reading, passed 97-0 with floor amendment (1-title)",8
HB630,2024,RS,2024-03-01,received in Senate,9
HB630,2024,RS,2024-03-01,to Committee on Committees (S),10
HB631,2024,RS,2024-02-21,introduced in House,1
HB631,2024,RS,2024-02-21,to Committee on Committees (H),2
HB632,2024,RS,2024-02-21,introduced in House,1
HB632,2024,RS,2024-02-21,to Committee on Committees (H),2
HB633,2024,RS,2024-02-21,introduced in House,1
HB633,2024,RS,2024-02-21,to Committee on Committees (H),2
HB634,2024,RS,2024-02-21,introduced in House,1
HB634,2024,RS,2024-02-21,to Committee on Committees (H),2
HB635,2024,RS,2024-02-21,introduced in House,1
HB635,2024,RS,2024-02-21,to Committee on Committees (H),2
HB635,2024,RS,2024-02-23,to Appropriations & Revenue (H),3
HB635,2024,RS,2024-03-05,"reported favorably, 1st reading, to Calendar",4
HB635,2024,RS,2024-03-06,"2nd reading, to Rules",5
HB635,2024,RS,2024-03-06,"posted for passage in the Regular Orders of the Day for Thursday, March 07, 2024",6
HB635,2024,RS,2024-03-07,"3rd reading, passed 95-0",7
HB635,2024,RS,2024-03-08,received in Senate,8
HB635,2024,RS,2024-03-08,to Committee on Committees (S),9
HB635,2024,RS,2024-03-11,to State & Local Government (S),10
HB635,2024,RS,2024-03-26,taken from State & Local Government (S),11
HB635,2024,RS,2024-03-26,1st reading,12
HB635,2024,RS,2024-03-26,returned to State & Local Government (S),13
HB635,2024,RS,2024-03-27,"reported favorably, 2nd reading, to Rules as a consent bill",14
HB635,2024,RS,2024-03-28,"posted for passage in the Consent Orders of the Day for Thursday, March 28, 2024",15
HB635,2024,RS,2024-03-28,"3rd reading, passed 38-0",16
HB635,2024,RS,2024-03-28,received in House,17
HB635,2024,RS,2024-03-28,"enrolled, signed by Speaker of the House",18
HB635,2024,RS,2024-03-28,"enrolled, signed by President of the Senate",19
HB635,2024,RS,2024-03-28,delivered to Governor,20
HB635,2024,RS,2024-04-04,signed by Governor (Acts Ch. 58),21
HB636,2024,RS,2024-02-21,introduced in House,1
HB636,2024,RS,2024-02-21,to Committee on Committees (H),2
HB637,2024,RS,2024-02-21,introduced in House,1
HB637,2024,RS,2024-02-21,to Committee on Committees (H),2
HB638,2024,RS,2024-02-21,introduced in House,1
HB638,2024,RS,2024-02-21,to Committee on Committees (H),2
HB639,2024,RS,2024-02-21,introduced in House,1
HB639,2024,RS,2024-02-21,to Committee on Committees (H),2
HJR94,2024,RS,2024-02-21,introduced in House,1
HJR94,2024,RS,2024-02-21,to Committee on Committees (H),2
HJR95,2024,RS,2024-02-21,introduced in House,1
HJR95,2024,RS,2024-02-21,to Committee on Committees (H),2
HR96,2024,RS,2024-02-21,introduced in House,1
HR96,2024,RS,2024-02-21,to Committee on Committees (H),2
HR97,2024,RS,2024-02-21,introduced in House,1
HR97,2024,RS,2024-02-21,to Committee on Committees (H),2
SB239,2024,RS,2024-02-21,introduced in Senate,1
SB239,2024,RS,2024-02-21,to Committee on Committees (S),2
SB239,2024,RS,2024-02-26,to Health Services (S),3
SB239,2024,RS,2024-03-11,taken from Health Services (S),4
SB239,2024,RS,2024-03-11,1st reading,5
SB239,2024,RS,2024-03-11,returned to Health Services (S),6
SB239,2024,RS,2024-03-12,taken from Health Services (S),7
SB239,2024,RS,2024-03-12,2nd reading,8
SB239,2024,RS,2024-03-12,returned to Health Services (S),9
SB239,2024,RS,2024-03-13,"reported favorably, to Rules with Committee Substitute (1)",10
SB239,2024,RS,2024-03-21,"posted for passage in the Regular Orders of the Day for Thursday, March 21, 2024",11
SB239,2024,RS,2024-03-21,"3rd reading, passed 29-7 with Committee Substitute (1)",12
SB239,2024,RS,2024-03-22,received in House,13
SB239,2024,RS,2024-03-22,to Committee on Committees (H),14
SB240,2024,RS,2024-02-21,introduced in Senate,1
SB240,2024,RS,2024-02-21,to Committee on Committees (S),2
SB240,2024,RS,2024-02-23,to Families & Children (S),3
SB240,2024,RS,2024-03-05,"reported favorably, 1st reading, to Calendar",4
SB240,2024,RS,2024-03-06,"2nd reading, to Rules",5
SB240,2024,RS,2024-03-06,"posted for passage in the Regular Orders of the Day for Thursday, March 07, 2024",6
SB240,2024,RS,2024-03-07,"3rd reading, passed 37-0",7
SB240,2024,RS,2024-03-08,received in House,8
SB240,2024,RS,2024-03-08,to Committee on Committees (H),9
SB240,2024,RS,2024-03-12,to Families & Children (H),10
SB240,2024,RS,2024-03-14,"reported favorably, 1st reading, to Calendar",11
SB240,2024,RS,2024-03-15,"2nd reading, to Rules",12
SB240,2024,RS,2024-03-22,"posted for passage in the Regular Orders of the Day for Monday, March 25, 2024",13
SB240,2024,RS,2024-03-25,"3rd reading, passed 91-0",14
SB240,2024,RS,2024-03-26,received in Senate,15
SB240,2024,RS,2024-03-26,"enrolled, signed by President of the Senate",16
SB240,2024,RS,2024-03-26,"enrolled, signed by Speaker of the House",17
SB240,2024,RS,2024-03-26,delivered to Governor,18
SB240,2024,RS,2024-04-05,signed by Governor (Acts Ch. 84),19
SB241,2024,RS,2024-02-21,introduced in Senate,1
SB241,2024,RS,2024-02-21,to Committee on Committees (S),2
SB241,2024,RS,2024-02-28,to Transportation (S),3
SB242,2024,RS,2024-02-21,introduced in Senate,1
SB242,2024,RS,2024-02-21,to Committee on Committees (S),2
SB242,2024,RS,2024-02-28,to Families & Children (S),3
SB242,2024,RS,2024-03-13,taken from Families & Children (S),4
SB242,2024,RS,2024-03-13,1st reading,5
SB242,2024,RS,2024-03-13,returned to Families & Children (S),6
SB242,2024,RS,2024-03-15,"reported favorably, 2nd reading, to Rules with Committee Substitute (1) and Committee Amendment (1-title) as a Consent bill",7
SB242,2024,RS,2024-03-22,"posted for passage in the Consent Orders of the Day for Friday, March 22, 2024",8
SB242,2024,RS,2024-03-22,"3rd reading, passed 38-0 with Committee Substitute (1) and  Committee Amendment (1-title)",9
SB242,2024,RS,2024-03-25,received in House,10
SB242,2024,RS,2024-03-25,to Committee on Committees (H),11
SB242,2024,RS,2024-03-25,to Families & Children (H),12
SB242,2024,RS,2024-03-26,taken from Families & Children (H),13
SB242,2024,RS,2024-03-26,1st reading,14
SB242,2024,RS,2024-03-26,returned to Families & Children (H),15
SB242,2024,RS,2024-03-27,"reported favorably, 2nd reading, to Rules with Committee Substitute (1)",16
SB242,2024,RS,2024-03-28,taken from Rules,17
SB242,2024,RS,2024-03-28,placed in the Orders of the Day,18
SB243,2024,RS,2024-02-21,introduced in Senate,1
SB243,2024,RS,2024-02-21,to Committee on Committees (S),2
SB243,2024,RS,2024-02-23,to Judiciary (S),3
SB244,2024,RS,2024-02-21,introduced in Senate,1
SB244,2024,RS,2024-02-21,to Committee on Committees (S),2
SB244,2024,RS,2024-02-23,to State & Local Government (S),3
SB244,2024,RS,2024-02-28,"reported favorably, 1st reading, to Calendar",4
SB244,2024,RS,2024-02-29,"2nd reading, to Rules",5
SB244,2024,RS,2024-03-01,"posted for passage in the Regular Orders of the Day for Monday, March 04, 2024",6
SB244,2024,RS,2024-03-04,"3rd reading, passed 32-0",7
SB244,2024,RS,2024-03-05,received in House,8
SB244,2024,RS,2024-03-05,to Committee on Committees (H),9
SJR166,2024,RS,2024-02-21,introduced in Senate,1
SJR166,2024,RS,2024-02-21,to Committee on Committees (S),2
SJR166,2024,RS,2024-02-23,to Transportation (S),3
SJR175,2024,RS,2024-02-21,introduced in Senate,1
SJR175,2024,RS,2024-02-21,to Committee on Committees (S),2
SJR175,2024,RS,2024-02-23,to Natural Resources & Energy (S),3
SJR175,2024,RS,2024-02-28,"reported favorably, 1st reading, to Calendar",4
SJR175,2024,RS,2024-02-29,"2nd reading, to Rules",5
SJR175,2024,RS,2024-02-29,"posted for passage in the Regular Orders of the Day for Friday, March 01, 2024",6
SJR175,2024,RS,2024-03-01,"3rd reading, adopted 33-0",7
SJR175,2024,RS,2024-03-04,received in House,8
SJR175,2024,RS,2024-03-04,to Committee on Committees (H),9
SJR175,2024,RS,2024-03-05,to Small Business & Information Technology (H),10
SJR175,2024,RS,2024-03-06,"reported favorably, 1st reading, to Calendar with Committee Substitute (1) and Committee Amendment (1-title)",11
SJR175,2024,RS,2024-03-07,"2nd reading, to Rules",12
SJR175,2024,RS,2024-03-13,floor amendment (1) filed to Committee Substitute,13
SJR175,2024,RS,2024-03-21,"posted for passage in the Regular Orders of the Day for Friday, March 22, 2024",14
SJR175,2024,RS,2024-03-22,"3rd reading, adopted 94-0 with Committee Substitute (1),  Floor Amendment (1) and Committee Amendment (1-title)",15
SJR175,2024,RS,2024-03-25,received in Senate,16
SJR175,2024,RS,2024-03-25,to Rules (S),17
SJR175,2024,RS,2024-03-26,"posted for passage for concurrence in House Floor Amendment (1), Committee Substitute (1) and Committee Amendment (1-title)",18
SJR175,2024,RS,2024-03-27,Senate concurred in House Committee Substitute (1) and  Floor Amendment (1),19
SJR175,2024,RS,2024-03-27,"adopted 36-0 with Committee Substitute (1),  Floor Amendment (1) and  Committee Amendment (1-title)",20
SJR175,2024,RS,2024-03-27,"enrolled, signed by President of the Senate",21
SJR175,2024,RS,2024-03-27,"enrolled, signed by Speaker of the House",22
SJR175,2024,RS,2024-03-27,delivered to Governor,23
SJR175,2024,RS,2024-04-04,signed by Governor (Acts Ch. 71),24
SR167,2024,RS,2024-02-21,introduced in Senate,1
SR167,2024,RS,2024-02-21,to Committee on Committees (S),2
SR167,2024,RS,2024-02-23,to Senate Floor,3
SR167,2024,RS,2024-04-15,adopted by voice vote,4
HB265,2024,RS,2024-02-20,introduced in House,1
HB265,2024,RS,2024-02-20,to Committee on Committees (H),2
HB265,2024,RS,2024-02-21,to Appropriations & Revenue (H),3
HB265,2024,RS,2024-02-28,taken from Appropriations & Revenue (H),4
HB265,2024,RS,2024-02-28,1st reading,5
HB265,2024,RS,2024-02-28,returned to Appropriations & Revenue (H),6
HB265,2024,RS,2024-02-29,taken from Appropriations & Revenue (H),7
HB265,2024,RS,2024-02-29,2nd reading,8
HB265,2024,RS,2024-02-29,returned to Appropriations & Revenue (H),9
HB265,2024,RS,2024-03-05,"reported favorably, to Rules with Committee Substitute (1)",10
HB265,2024,RS,2024-03-05,taken from Rules,11
HB265,2024,RS,2024-03-05,placed in the Orders of the Day,12
HB265,2024,RS,2024-03-05,"3rd reading, passed with Committee Substitute (1)",13
HB265,2024,RS,2024-03-06,received in Senate,14
HB265,2024,RS,2024-03-06,to Committee on Committees (S),15
HB265,2024,RS,2024-03-08,to Transportation (S),16
HB265,2024,RS,2024-03-21,taken from Transportation (S),17
HB265,2024,RS,2024-03-21,1st reading,18
HB265,2024,RS,2024-03-21,returned to Transportation (S),19
HB265,2024,RS,2024-03-22,taken from Transportation (S),20
HB265,2024,RS,2024-03-22,2nd reading,21
HB265,2024,RS,2024-03-22,returned to Transportation (S),22
HB265,2024,RS,2024-03-26,"reported favorably, to Rules with Committee Substitute (1)",23
HB265,2024,RS,2024-03-26,"posted for passage in the Regular Orders of the Day for Tuesday, March 26, 2024",24
HB265,2024,RS,2024-03-26,"3rd reading, passed 38-0 with Committee Substitute (1)",25
HB265,2024,RS,2024-03-26,received in House,26
HB265,2024,RS,2024-03-26,to Rules (H),27
HB265,2024,RS,2024-03-26,posted for passage for concurrence in Senate Committee Substitute (1),28
HB265,2024,RS,2024-03-26,House refused to concur in Senate Committee Substitute (1),29
HB265,2024,RS,2024-03-26,received in Senate,30
HB265,2024,RS,2024-03-26,to Rules (S),31
HB265,2024,RS,2024-03-27,posted for passage for receding from Senate Committee Substitute (1),32
HB265,2024,RS,2024-03-27,Senate refused to recede from Committee Substitute (1),33
HB265,2024,RS,2024-03-27,Conference Committee appointed in Senate,34
HB265,2024,RS,2024-03-28,Conference Committee appointed in House,35
HB265,2024,RS,2024-03-28,Conference Committee report filed in House and Senate,36
HB265,2024,RS,2024-03-28,Conference Committee report adopted in House and Senate,37
HB265,2024,RS,2024-03-28,Free Conference Committee appointed in Senate and House,38
HB265,2024,RS,2024-03-28,Free Conference Committee report filed in House and Senate,39
HB265,2024,RS,2024-03-28,posted for passage for consideration of Free Conference Committee Report (1),40
HB265,2024,RS,2024-03-28,Free Conference Committee report adopted in Senate,41
HB265,2024,RS,2024-03-28,passed 37-0 with Free Conference Committee Report (1),42
HB265,2024,RS,2024-03-28,received in House,43
HB265,2024,RS,2024-03-28,to Rules (H),44
HB265,2024,RS,2024-03-28,taken from Rules,45
HB265,2024,RS,2024-03-28,posted for passage for consideration of Free Conference Free Conference Committee Report (1),46
HB265,2024,RS,2024-03-28,Free Conference Committee report adopted in House,47
HB265,2024,RS,2024-03-28,passed 90-6 with Free Conference Committee Report (1),48
HB265,2024,RS,2024-03-28,"enrolled, signed by Speaker of the House",49
HB265,2024,RS,2024-03-28,"enrolled, signed by President of the Senate",50
HB265,2024,RS,2024-03-28,delivered to Governor,51
HB265,2024,RS,2024-04-09,5 line items vetoed,52
HB265,2024,RS,2024-04-12,received in House,53
HB265,2024,RS,2024-04-12,to Rules (H),54
HB265,2024,RS,2024-04-12,taken from Rules,55
HB265,2024,RS,2024-04-12,posted for passage for consideration of Governor's veto,56
HB265,2024,RS,2024-04-12,vetoes overridden,57
HB265,2024,RS,2024-04-12,passed 79-18,58
HB265,2024,RS,2024-04-12,received in Senate,59
HB265,2024,RS,2024-04-12,to Rules (S),60
HB265,2024,RS,2024-04-12,posted for passage for consideration of Governor's veto,61
HB265,2024,RS,2024-04-12,vetoes overridden,62
HB265,2024,RS,2024-04-12,passed 30-7,63
HB265,2024,RS,2024-04-12,received in House,64
HB265,2024,RS,2024-04-12,"enrolled, signed by Speaker of the House",65
HB265,2024,RS,2024-04-12,"enrolled, signed by President of the Senate",66
HB265,2024,RS,2024-04-12,delivered to Secretary of State (Acts Ch. 180),67
HB266,2024,RS,2024-02-20,introduced in House,1
HB266,2024,RS,2024-02-20,to Committee on Committees (H),2
HB266,2024,RS,2024-02-21,to Appropriations & Revenue (H),3
HB266,2024,RS,2024-02-28,taken from Appropriations & Revenue (H),4
HB266,2024,RS,2024-02-28,1st reading,5
HB266,2024,RS,2024-02-28,returned to Appropriations & Revenue (H),6
HB266,2024,RS,2024-02-29,taken from Appropriations & Revenue (H),7
HB266,2024,RS,2024-02-29,2nd reading,8
HB266,2024,RS,2024-02-29,returned to Appropriations & Revenue (H),9
HB266,2024,RS,2024-03-05,"reported favorably, to Rules with Committee Substitute (1)",10
HB266,2024,RS,2024-03-05,taken from Rules,11
HB266,2024,RS,2024-03-05,placed in the Orders of the Day,12
HB266,2024,RS,2024-03-05,"3rd reading, passed 93-0 with Committee Substitute (1)",13
HB266,2024,RS,2024-03-06,received in Senate,14
HB266,2024,RS,2024-03-06,to Committee on Committees (S),15
HB266,2024,RS,2024-03-08,to Transportation (S),16
HB266,2024,RS,2024-03-21,taken from Transportation (S),17
HB266,2024,RS,2024-03-21,1st reading,18
HB266,2024,RS,2024-03-21,returned to Transportation (S),19
HB266,2024,RS,2024-03-22,taken from Transportation (S),20
HB266,2024,RS,2024-03-22,2nd reading,21
HB266,2024,RS,2024-03-22,returned to Transportation (S),22
HB266,2024,RS,2024-03-26,"reported favorably, to Rules with Committee Substitute (1)",23
HB266,2024,RS,2024-03-26,"posted for passage in the Regular Orders of the Day for Tuesday, March 26, 2024",24
HB266,2024,RS,2024-03-26,"3rd reading, passed 38-0 with Committee Substitute (1)",25
HB266,2024,RS,2024-03-26,received in House,26
HB266,2024,RS,2024-03-26,to Rules (H),27
HB266,2024,RS,2024-03-26,posted for passage for concurrence in Senate Committee Substitute (1),28
HB266,2024,RS,2024-03-26,House refused to concur in Senate Committee Substitute (1),29
HB266,2024,RS,2024-03-27,received in Senate,30
HB266,2024,RS,2024-03-28,posted for passage for receding from Senate Committee Substitute (1),31
HB266,2024,RS,2024-03-28,Senate refused to recede from Committee Substitute (1),32
HB266,2024,RS,2024-03-28,received in House,33
HB266,2024,RS,2024-03-28,to Rules (H),34
HB266,2024,RS,2024-03-28,Conference Committee appointed in House and Senate,35
HB266,2024,RS,2024-03-28,Conference Committee report filed in House and Senate,36
HB266,2024,RS,2024-03-28,Conference Committee report adopted in House and Senate,37
HB266,2024,RS,2024-03-28,Free Conference Committee appointed in House and Senate,38
HB266,2024,RS,2024-03-28,Free Conference Committee report filed in House and Senate,39
HB266,2024,RS,2024-03-28,posted for passage for consideration of Free Conference Committee Report (1),40
HB266,2024,RS,2024-03-28,Free Conference Committee report adopted in Senate,41
HB266,2024,RS,2024-03-28,passed 37-0 with Free Conference Committee Report (1),42
HB266,2024,RS,2024-03-28,received in House,43
HB266,2024,RS,2024-03-28,to Rules (H),44
HB266,2024,RS,2024-03-28,posted for passage for consideration of Free Conference,45
HB266,2024,RS,2024-03-28,Free Conference Committee report adopted in House,46
