bill_id,session,chamber,action_date,action,order,journal_page
SB0287,2023_2024_RS,Senate,2023-03-28,Committee of the Whole - Committee Report be adopted,5,
SB0287,2023_2024_RS,Senate,2023-03-21,Committee Report recommending bill be passed as amended byCommittee on Public Health and Welfare,4,
SB0287,2023_2024_RS,Senate,2023-03-20,"Hearing: Monday, March 20, 2023, 8:30 AM Room 142-S",3,
SB0287,2023_2024_RS,Senate,2023-03-03,Referred toCommittee on Public Health and Welfare,2,
SB0287,2023_2024_RS,Senate,2023-03-02,Introduced,1,
SB0288,2023_2024_RS,Senate,2024-04-30,Died in Committee,3,
SB0288,2023_2024_RS,Senate,2023-03-03,Referred toCommittee on Judiciary,2,208
SB0288,2023_2024_RS,Senate,2023-03-02,Introduced,1,205
SB0289,2023_2024_RS,Senate,2024-04-30,Died in Committee,3,
SB0289,2023_2024_RS,Senate,2023-03-03,Referred toCommittee on Judiciary,2,208
SB0289,2023_2024_RS,Senate,2023-03-02,Introduced,1,205
SB0290,2023_2024_RS,Senate,2024-04-30,Died in Committee,3,
SB0290,2023_2024_RS,Senate,2023-03-03,Referred toCommittee on Federal and State Affairs,2,208
SB0290,2023_2024_RS,Senate,2023-03-02,Introduced,1,205
SB0291,2023_2024_RS,Senate,2024-04-30,"Approved by Governor on Thursday, May 9, 2024",35,
SB0291,2023_2024_RS,Senate,2024-04-30,"Enrolled and presented to Governor on Tuesday, May 7, 2024",34,
SB0291,2023_2024_RS,Senate,2024-04-29,Conference Committee Report was adopted; Yea: 27 Nay: 9,33,
SB0291,2023_2024_RS,Senate,2024-04-29,Motion to suspend Joint Rule 4 (k) to allow consideration adopted;,32,
SB0291,2023_2024_RS,House,2024-04-26,Conference Committee Report was adopted; Yea: 113 Nay: 1,31,
SB0291,2023_2024_RS,House,2024-04-26,Motion to suspend rule 1502 adopted;,30,
SB0291,2023_2024_RS,House,2024-04-26,Motion to suspend Joint Rule 4 (k) to allow consideration adopted;,29,
SB0291,2023_2024_RS,House,2024-04-26,Conference committee report now available,28,
SB0291,2023_2024_RS,House,2024-04-26,"Representative Howerton is appointed to replace Representative Carpenter, B. on the Conference Committee",27,
SB0291,2023_2024_RS,House,2024-04-01,"Motion to accede adopted; Representative Wasinger, Representative Carpenter, B. and Representative Stogsdill appointed as conferees",26,
SB0291,2023_2024_RS,Senate,2024-03-27,"Nonconcurred with amendments; Conference Committee requested; appointedSenator Thompson , Senator Kloos and Senator Pittman as conferees",25,
SB0291,2023_2024_RS,House,2024-03-26,Final Action - Substitute passed as amended; Yea: 118 Nay: 5,24,
SB0291,2023_2024_RS,House,2024-03-25,Committee of the Whole - Substitute bill be passed as amended,23,
SB0291,2023_2024_RS,House,2024-03-25,"Committee of the Whole - Amendment by Representative Carpenter, B. was adopted",22,
SB0291,2023_2024_RS,House,2024-03-25,"Committee of the Whole - Motion to Amend - Offered by Representative Carpenter, B.",21,
SB0291,2023_2024_RS,House,2024-03-25,"Committee of the Whole - Amendment by Representative Carpenter, B. was adopted",20,
SB0291,2023_2024_RS,House,2024-03-25,"Committee of the Whole - Motion to Amend - Offered by Representative Carpenter, B.",19,
SB0291,2023_2024_RS,House,2024-03-25,Committee of the Whole - Committee Report be adopted recommending substitute bill be passed,18,
SB0291,2023_2024_RS,House,2024-03-22,Committee Report recommending substitute bill be passed byCommittee on Legislative Modernization,17,
SB0291,2023_2024_RS,House,2024-03-19,Withdrawn from Committee on Financial Institutions and Pensions; Referred toCommittee on Legislative Modernization,16,
SB0291,2023_2024_RS,House,2023-03-29,Referred toCommittee on Financial Institutions and Pensions,15,
SB0291,2023_2024_RS,House,2023-03-29,Received and Introduced,14,
SB0291,2023_2024_RS,Senate,2023-03-28,Final Action - Passed as amended; Yea: 29 Nay: 11,13,
SB0291,2023_2024_RS,Senate,2023-03-27,Committee of the Whole - Be passed as further amended,12,
SB0291,2023_2024_RS,Senate,2023-03-27,Senator Holscher raised a question of germaneness. The amendment was ruled not germane.,11,
SB0291,2023_2024_RS,Senate,2023-03-27,Committee of the Whole - Motion to Amend - Offered by Senator Steffen,10,
SB0291,2023_2024_RS,Senate,2023-03-27,Committee of the Whole - Amendment by Senator Tyson was adopted,9,
SB0291,2023_2024_RS,Senate,2023-03-27,Committee of the Whole - Motion to Amend - Offered by Senator Tyson,8,
SB0291,2023_2024_RS,Senate,2023-03-27,Committee of the Whole - Committee Report be adopted,7,
SB0291,2023_2024_RS,Senate,2023-03-23,Committee Report recommending bill be passed as amended byCommittee on Federal and State Affairs,6,
SB0291,2023_2024_RS,Senate,2023-03-21,"Withdrawn from Calendar, Rereferred toCommittee on Federal and State Affairs",5,
SB0291,2023_2024_RS,Senate,2023-03-15,Committee Report recommending bill be passed as amended byCommittee on Federal and State Affairs,4,
SB0291,2023_2024_RS,Senate,2023-03-07,"Hearing: (proponents) Tuesday, March 7, 2023, 10:30 AM Room 144-S",3,
SB0291,2023_2024_RS,Senate,2023-03-06,Referred toCommittee on Federal and State Affairs,2,
SB0291,2023_2024_RS,Senate,2023-03-06,Introduced,1,
SB0292,2023_2024_RS,Senate,2024-04-25,"Approved by Governor on Tuesday, April 23, 2024",21,
SB0292,2023_2024_RS,Senate,2024-04-25,"Enrolled and presented to Governor on Monday, April 15, 2024",20,
SB0292,2023_2024_RS,Senate,2024-04-05,Conference Committee Report was adopted; Yea: 37 Nay: 0,19,
SB0292,2023_2024_RS,House,2024-04-05,Conference Committee Report was adopted; Yea: 121 Nay: 0,18,
SB0292,2023_2024_RS,House,2024-04-05,Conference committee report now available,17,
SB0292,2023_2024_RS,House,2024-04-01,"Motion to accede adopted; Representative Ellis, Representative Carpenter, B. and Representative Weigel appointed as conferees",16,
SB0292,2023_2024_RS,Senate,2024-03-27,"Nonconcurred with amendments; Conference Committee requested; appointedSenator Warren , Senator Wilborn and Senator Corson as conferees",15,
SB0292,2023_2024_RS,House,2024-03-26,Final Action - Passed as amended; Yea: 123 Nay: 0,14,
SB0292,2023_2024_RS,House,2024-03-25,Committee of the Whole - Be passed as amended,13,
SB0292,2023_2024_RS,House,2024-03-25,Committee of the Whole - Committee Report be adopted,12,
SB0292,2023_2024_RS,House,2024-03-11,Committee Report recommending bill be passed as amended byCommittee on Veterans and Military,11,
SB0292,2023_2024_RS,House,2024-03-05,"Hearing: Tuesday, March 5, 2024, 9:00 AM Room 281-N",10,
SB0292,2023_2024_RS,House,2024-02-22,Referred toCommittee on Veterans and Military,9,
SB0292,2023_2024_RS,House,2024-02-22,Received and Introduced,8,
SB0292,2023_2024_RS,Senate,2024-02-20,Final Action - Passed as amended; Yea: 40 Nay: 0,7,
SB0292,2023_2024_RS,Senate,2024-02-19,Committee of the Whole - Be passed as amended,6,
SB0292,2023_2024_RS,Senate,2024-02-19,Committee of the Whole - Committee Report be adopted,5,
SB0292,2023_2024_RS,Senate,2024-02-13,Committee Report recommending bill be passed as amended byCommittee on Judiciary,4,
SB0292,2023_2024_RS,Senate,2024-02-08,"Hearing: Thursday, February 8, 2024, 10:30 AM Room 346-S",3,
SB0292,2023_2024_RS,Senate,2023-03-07,Referred toCommittee on Judiciary,2,
SB0292,2023_2024_RS,Senate,2023-03-06,Introduced,1,
SB0293,2023_2024_RS,Senate,2024-04-30,Died in Committee,3,
SB0293,2023_2024_RS,Senate,2023-03-07,Referred toCommittee on Federal and State Affairs,2,214
SB0293,2023_2024_RS,Senate,2023-03-06,Introduced,1,211
SB0294,2023_2024_RS,Senate,2024-04-30,Died in Committee,3,
SB0294,2023_2024_RS,Senate,2023-03-07,Referred toCommittee on Public Health and Welfare,2,214
SB0294,2023_2024_RS,Senate,2023-03-06,Introduced,1,211
SB0295,2023_2024_RS,Senate,2024-01-10,Motion to strike from Calendar adopted;,6,
SB0295,2023_2024_RS,Senate,2023-03-28,Committee of the Whole - Passed over and retain a place on the calendar,5,
SB0295,2023_2024_RS,Senate,2023-03-23,Committee Report recommending bill be passed byCommittee on Ways and Means,4,
SB0295,2023_2024_RS,Senate,2023-03-15,"Hearing: Wednesday, March 15, 2023, 10:30 AM Room 548-S",3,
SB0295,2023_2024_RS,Senate,2023-03-07,Referred toCommittee on Ways and Means,2,
SB0295,2023_2024_RS,Senate,2023-03-06,Introduced,1,
SB0296,2023_2024_RS,Senate,2024-04-30,Died in Committee,3,
SB0296,2023_2024_RS,Senate,2023-03-08,Referred toCommittee on Federal and State Affairs,2,216
SB0296,2023_2024_RS,Senate,2023-03-07,Introduced,1,213
SB0297,2023_2024_RS,House,2024-04-30,Died in House Committee,9,
SB0297,2023_2024_RS,House,2023-04-03,Referred toCommittee on Health and Human Services,8,
SB0297,2023_2024_RS,House,2023-04-03,Received and Introduced,7,
SB0297,2023_2024_RS,Senate,2023-03-29,Final Action - Passed; Yea: 29 Nay: 11,6,
SB0297,2023_2024_RS,Senate,2023-03-28,Committee of the Whole - Be passed,5,
SB0297,2023_2024_RS,Senate,2023-03-21,Committee Report recommending bill be passed byCommittee on Public Health and Welfare,4,
SB0297,2023_2024_RS,Senate,2023-03-20,"Hearing: Monday, March 20, 2023, 8:30 AM Room 142-S",3,
SB0297,2023_2024_RS,Senate,2023-03-08,Referred toCommittee on Public Health and Welfare,2,
SB0297,2023_2024_RS,Senate,2023-03-07,Introduced,1,
SB0298,2023_2024_RS,Senate,2024-04-30,Died in Committee,3,
SB0298,2023_2024_RS,Senate,2023-03-08,Referred toCommittee on Judiciary,2,216
SB0298,2023_2024_RS,Senate,2023-03-07,Introduced,1,214
SB0299,2023_2024_RS,Senate,2024-04-30,Died in Committee,4,
SB0299,2023_2024_RS,Senate,2024-01-25,"Hearing: Thursday, January 25, 2024, 9:30 AM Room 548-S",3,
SB0299,2023_2024_RS,Senate,2023-03-08,Referred toCommittee on Assessment and Taxation,2,216
SB0299,2023_2024_RS,Senate,2023-03-07,Introduced,1,214
SB0300,2023_2024_RS,Senate,2024-04-30,Died in Committee,42,
SB0300,2023_2024_RS,Senate,2024-03-27,"Ruled materially changed, referred to Committee on Assessment and Taxation",41,
SB0300,2023_2024_RS,House,2024-03-27,Final Action - Substitute passed as amended; Yea: 123 Nay: 0,40,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Substitute bill be passed as amended,39,
SB0300,2023_2024_RS,House,2024-03-26,"Committee of the Whole - Amendment by Representative Miller, V. was rejected Yea: 39 Nay: 77",38,
SB0300,2023_2024_RS,House,2024-03-26,"Committee of the Whole - Motion to Amend - Offered by Representative Miller, V.",37,
SB0300,2023_2024_RS,House,2024-03-26,"Committee of the Whole - Amendment by Representative Miller, V. was rejected Yea: 39 Nay: 75",36,
SB0300,2023_2024_RS,House,2024-03-26,"Committee of the Whole - Motion to Amend - Offered by Representative Miller, V.",35,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Amendment by Representative Woodard was rejected Yea: 36 Nay: 76,34,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Motion to Amend - Offered by Representative Woodard,33,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Amendment by Representative Poetter Parshall was rejected,32,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Motion to Amend - Offered by Representative Poetter Parshall,31,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Amendment by Representative Poetter Parshall was rejected,30,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Motion to Amend - Offered by Representative Poetter Parshall,29,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Amendment by Representative Poetter Parshall was rejected,28,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Motion to Amend - Offered by Representative Poetter Parshall,27,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Amendment by Representative Poetter Parshall was rejected,26,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Motion to Amend - Offered by Representative Poetter Parshall,25,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Amendment by Representative Murphy was rejected,24,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Motion to Amend - Offered by Representative Murphy,23,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Amendment by Representative Murphy was rejected,22,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Motion to Amend - Offered by Representative Murphy,21,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Amendment by Representative Hoheisel was adopted,20,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Motion to Amend - Offered by Representative Hoheisel,19,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Amendment by Representative Howerton was adopted,18,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Motion to Amend - Offered by Representative Howerton,17,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Amendment by Representative Corbet was adopted,16,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Motion to Amend - Offered by Representative Corbet,15,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Amendment by Representative Sawyer was adopted,14,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Motion to Amend - Offered by Representative Sawyer,13,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Amendment by Representative Sawyer was rejected Yea: 35 Nay: 78,12,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Motion to Amend - Offered by Representative Sawyer,11,
SB0300,2023_2024_RS,House,2024-03-26,Committee of the Whole - Committee Report be adopted recommending substitute bill be passed,10,
SB0300,2023_2024_RS,House,2024-03-25,Committee Report recommending substitute bill be passed by,9,
SB0300,2023_2024_RS,House,2023-03-29,Referred toCommittee on Taxation,8,
SB0300,2023_2024_RS,House,2023-03-29,Received and Introduced,7,
SB0300,2023_2024_RS,Senate,2023-03-28,Final Action - Passed; Yea: 34 Nay: 6,6,
SB0300,2023_2024_RS,Senate,2023-03-27,Committee of the Whole - Be passed,5,
SB0300,2023_2024_RS,Senate,2023-03-16,Committee Report recommending bill be passed byCommittee on Assessment and Taxation,4,
SB0300,2023_2024_RS,Senate,2023-03-14,"Hearing: Tuesday, March 14, 2023, 9:30 AM Room 548-S",3,
SB0300,2023_2024_RS,Senate,2023-03-08,Referred toCommittee on Assessment and Taxation,2,
SB0300,2023_2024_RS,Senate,2023-03-07,Introduced,1,
SB0301,2023_2024_RS,House,2024-04-30,Died in House Committee,12,
SB0301,2023_2024_RS,House,2023-04-03,Referred toCommittee on Elections,11,
SB0301,2023_2024_RS,House,2023-04-03,Received and Introduced,10,
SB0301,2023_2024_RS,Senate,2023-03-29,Final Action - Passed as amended; Yea: 40 Nay: 0,9,
SB0301,2023_2024_RS,Senate,2023-03-28,Committee of the Whole - Be passed as further amended,8,
SB0301,2023_2024_RS,Senate,2023-03-28,Committee of the Whole - Amendment by Senator Francisco was adopted,7,
SB0301,2023_2024_RS,Senate,2023-03-28,Committee of the Whole - Motion to Amend - Offered by Senator Francisco,6,
SB0301,2023_2024_RS,Senate,2023-03-28,Committee of the Whole - Committee Report be adopted,5,
SB0301,2023_2024_RS,Senate,2023-03-22,Committee Report recommending bill be passed as amended byCommittee on Transparency and Ethics,4,
SB0301,2023_2024_RS,Senate,2023-03-15,"Hearing: Wednesday, March 15, 2023, 9:30 AM Room 142-S",3,
SB0301,2023_2024_RS,Senate,2023-03-08,Referred toCommittee on Transparency and Ethics,2,
SB0301,2023_2024_RS,Senate,2023-03-07,Introduced,1,
SB0302,2023_2024_RS,Senate,2024-04-30,Died in Committee,4,
SB0302,2023_2024_RS,Senate,2024-02-21,Motion to withdraw from Committee on Financial Institutions and Insurance was not adopted.,3,1556
SB0302,2023_2024_RS,Senate,2023-03-09,Referred toCommittee on Financial Institutions and Insurance,2,221
SB0302,2023_2024_RS,Senate,2023-03-08,Introduced,1,215
SB0303,2023_2024_RS,Senate,2024-04-30,Died on Calendar,8,
SB0303,2023_2024_RS,Senate,2024-01-22,Committee Report recommending bill be passed as amended byCommittee on Federal and State Affairs,7,
SB0303,2023_2024_RS,Senate,2024-01-09,"Withdrawn from Calendar, Rereferred toCommittee on Federal and State Affairs",6,
SB0303,2023_2024_RS,Senate,2023-03-29,Committee of the Whole - Passed over and retain a place on the calendar,5,
SB0303,2023_2024_RS,Senate,2023-03-23,Committee Report recommending bill be passed byCommittee on Federal and State Affairs,4,
SB0303,2023_2024_RS,Senate,2023-03-21,"Hearing: Tuesday, March 21, 2023, 10:30 AM Room 144-S",3,
SB0303,2023_2024_RS,Senate,2023-03-09,Referred toCommittee on Federal and State Affairs,2,
SB0303,2023_2024_RS,Senate,2023-03-08,Introduced,1,
SB0304,2023_2024_RS,Senate,2024-04-30,Died in Committee,4,
SB0304,2023_2024_RS,Senate,2023-03-16,"Hearing: Thursday, March 16, 2023, 1:30 PM Room 144-S",3,
SB0304,2023_2024_RS,Senate,2023-03-09,Referred toCommittee on Education,2,221
SB0304,2023_2024_RS,Senate,2023-03-08,Introduced,1,215
SB0305,2023_2024_RS,Senate,2024-04-30,Died in Committee,5,
SB0305,2023_2024_RS,Senate,2024-02-28,Withdrawn from Committee on Ways and Means; Rereferred toCommittee on Public Health and Welfare,4,1596
SB0305,2023_2024_RS,Senate,2024-02-23,Withdrawn from Committee on Public Health and Welfare; Referred toCommittee on Ways and Means,3,1593
SB0305,2023_2024_RS,Senate,2023-03-09,Referred toCommittee on Public Health and Welfare,2,221
SB0305,2023_2024_RS,Senate,2023-03-08,Introduced,1,215
SB0306,2023_2024_RS,Senate,2024-04-30,Died in Committee,6,
SB0306,2023_2024_RS,Senate,2024-03-26,Withdrawn from Calendar; Referred toCommittee on Ways and Means,5,
SB0306,2023_2024_RS,Senate,2024-03-26,Committee Report recommending bill be passed as amended byCommittee on Assessment and Taxation,4,
SB0306,2023_2024_RS,Senate,2024-02-01,"Hearing: Thursday, February 1, 2024, 9:30 AM Room 548-S",3,
SB0306,2023_2024_RS,Senate,2023-03-09,Referred toCommittee on Assessment and Taxation,2,
SB0306,2023_2024_RS,Senate,2023-03-08,Introduced,1,
SB0307,2023_2024_RS,Senate,2024-03-25,"Approved by Governor on Friday, March 22, 2024",17,
SB0307,2023_2024_RS,Senate,2024-03-19,"Enrolled and presented to Governor on Tuesday, March 19, 2024",16,
SB0307,2023_2024_RS,Senate,2024-03-14,Concurred with amendments; Yea: 39 Nay: 1,15,
SB0307,2023_2024_RS,House,2024-03-06,Final Action - Passed as amended; Yea: 91 Nay: 27,14,
SB0307,2023_2024_RS,House,2024-03-05,Committee of the Whole - Be passed as amended,13,
SB0307,2023_2024_RS,House,2024-03-05,Committee of the Whole - Committee Report be adopted,12,
SB0307,2023_2024_RS,House,2024-02-15,Committee Report recommending bill be passed as amended byCommittee on Appropriations,11,
