bill_number,session,session_type,chamber,action_date,action,journal_page,order
ab0419,2023,RS,Asm.,2024-02-19,"Report passage as amended recommended by Committee on Agriculture, Ayes 14, Noes 0",704,10
ab0419,2023,RS,Asm.,2024-02-19,Referred to committee on Rules,704,11
ab0419,2023,RS,Asm.,2024-02-20,Made a special order of business at 10:18 AM on 2-22-2024 pursuant to Assembly Resolution 28,733,12
ab0419,2023,RS,Asm.,2024-02-21,Representative Moses added as a coauthor,746,13
ab0419,2023,RS,Asm.,2024-02-22,Read a second time,756,14
ab0419,2023,RS,Asm.,2024-02-22,Assembly Amendment 1 to Assembly Substitute Amendment 2 offered by Representative Oldenburg,756,15
ab0419,2023,RS,Asm.,2024-02-22,Assembly Amendment 1 to Assembly Substitute Amendment 2 adopted,756,16
ab0419,2023,RS,Asm.,2024-02-22,Assembly Substitute Amendment 2 adopted,756,17
ab0419,2023,RS,Asm.,2024-02-22,Ordered to a third reading,756,18
ab0419,2023,RS,Asm.,2024-02-22,Rules suspended,756,19
ab0419,2023,RS,Asm.,2024-02-22,Read a third time and passed,756,20
ab0419,2023,RS,Asm.,2024-02-22,Ordered immediately messaged,756,21
ab0419,2023,RS,Sen.,2024-02-22,Received from Assembly,858,22
ab0419,2023,RS,Sen.,2024-02-26,Read first time and referred to committee on Senate Organization,867,23
ab0419,2023,RS,Sen.,2024-02-26,Available for scheduling,,24
ab0419,2023,RS,Sen.,2024-03-07,Representative Shankland added as a coauthor,897,25
ab0419,2023,RS,Sen.,2024-04-15,Failed to concur in pursuant to Senate Joint Resolution 1,970,26
ab0420,2023,RS,Asm.,2023-09-19,"Introduced by Representatives Krug, Brandtjen, Brooks, Gustafson, Mursau, Ortiz-Velez, Steffen, Subeck and Tusler; 
cosponsored by Senator Ballweg",296,1
ab0420,2023,RS,Asm.,2023-09-19,Read first time and referred to Committee on Ways and Means,296,2
ab0420,2023,RS,Asm.,2023-09-22,Fiscal estimate received,,3
ab0420,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,4
ab0421,2023,RS,Asm.,2023-09-19,"Introduced by Representatives Spiros, Dittrich, Donovan, Edming, S. Johnson, Murphy, O'Connor, Penterman, Schutt and Brandtjen; 
cosponsored by Senators Wanggaard, Cabral-Guevara, Hutton, Jacque, James, Marklein and Tomczyk",296,1
ab0421,2023,RS,Asm.,2023-09-19,Read first time and referred to Committee on Transportation,297,2
ab0421,2023,RS,Asm.,2023-11-28,Withdrawn from committee on Transportation and referred to committee on State Affairs pursuant to Assembly Rule 42 (3)(c),487,3
ab0421,2023,RS,Asm.,2024-01-10,Public hearing held,,4
ab0421,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,5
ab0422,2023,RS,Asm.,2023-09-19,"Introduced by Representatives Murphy, O'Connor, Bodden, Dittrich, Green, Gundrum and Wittke; 
cosponsored by Senators Tomczyk and Feyen",297,1
ab0422,2023,RS,Asm.,2023-09-19,Read first time and referred to Committee on Transportation,297,2
ab0422,2023,RS,Asm.,2024-01-02,Fiscal estimate received,,3
ab0422,2023,RS,Asm.,2024-02-06,Public hearing held,,4
ab0422,2023,RS,Asm.,2024-02-06,Assembly Substitute Amendment 1 offered by Representative Murphy,631,5
ab0422,2023,RS,Asm.,2024-02-20,LRB correction (Assembly Substitute Amendment 1),715,6
ab0422,2023,RS,Asm.,2024-02-21,Representative Penterman added as a coauthor,746,7
ab0422,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,8
ab0423,2023,RS,Asm.,2023-09-19,"Introduced by Representatives J. Anderson, Andraca, Conley, Considine, Drake, Hong, Joers, Moore Omokunde, Ohnstad, Ratcliff, Sinicki, Snodgrass, Shankland and Jacobson; 
cosponsored by Senators Agard, Roys, Taylor, Larson, Carpenter, Hesselbein, Spreitzer, Smith, Pfaff and Wirch",297,1
ab0423,2023,RS,Asm.,2023-09-19,Read first time and referred to Committee on Judiciary,297,2
ab0423,2023,RS,Asm.,2023-09-20,Representative Subeck added as a coauthor,300,3
ab0423,2023,RS,Asm.,2023-09-21,Representative Palmeri added as a coauthor,304,4
ab0423,2023,RS,Asm.,2023-10-13,Representative C. Anderson added as a coauthor,346,5
ab0423,2023,RS,Asm.,2023-10-24,Representative Madison added as a coauthor,381,6
ab0423,2023,RS,Asm.,2024-02-20,Representative Emerson added as a coauthor,716,7
ab0423,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,8
ab0424,2023,RS,Asm.,2023-09-19,"Introduced by Representatives Edming, Armstrong, Brandtjen, Goeben, Gustafson, Joers, Krug, Magnafici, Murphy, Mursau, O'Connor, Rettinger, Schutt, Sinicki, Snodgrass, Tittl and Wichgers; 
cosponsored by Senators Testin, Ballweg, Felzkowski, James, Marklein, Stroebel and Wirch",297,1
ab0424,2023,RS,Asm.,2023-09-19,Read first time and referred to Committee on Local Government,297,2
ab0424,2023,RS,Asm.,2023-11-07,Representative Jacobson added as a coauthor,420,3
ab0424,2023,RS,Asm.,2023-11-16,Representative Maxey added as a coauthor,477,4
ab0424,2023,RS,Asm.,2023-11-16,Public hearing held,,5
ab0424,2023,RS,Asm.,2023-12-13,Representative C. Anderson added as a coauthor,510,6
ab0424,2023,RS,Asm.,2023-12-14,Executive action taken,,7
ab0424,2023,RS,Asm.,2024-01-16,"Report passage recommended by Committee on Local Government, Ayes 10, Noes 0",549,8
ab0424,2023,RS,Asm.,2024-01-16,Referred to committee on Rules,549,9
ab0424,2023,RS,Asm.,2024-01-16,Placed on calendar 1-18-2024 by Committee on Rules,,10
ab0424,2023,RS,Asm.,2024-01-17,Representative Emerson added as a coauthor,563,11
ab0424,2023,RS,Asm.,2024-01-18,Laid on the table,576,12
ab0424,2023,RS,Asm.,2024-01-19,Representative Shankland added as a coauthor,580,13
ab0424,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,14
ab0425,2023,RS,Asm.,2023-09-19,"Introduced by Representatives Tusler, Magnafici, Callahan, Sapik, Maxey, Duchow, O'Connor, Baldeh, Sinicki, Ohnstad, Brandtjen, Gustafson, Kitchens, Wichgers and Jacobson; 
cosponsored by Senators Cowles, Agard and Testin",297,1
ab0425,2023,RS,Asm.,2023-09-19,"Read first time and referred to Committee on Forestry, Parks and Outdoor Recreation",297,2
ab0425,2023,RS,Asm.,2023-10-10,Fiscal estimate received,,3
ab0425,2023,RS,Asm.,2024-01-30,Public hearing held,,4
ab0425,2023,RS,Asm.,2024-02-06,Executive action taken,,5
ab0425,2023,RS,Asm.,2024-02-07,"Report passage recommended by Committee on Forestry, Parks and Outdoor Recreation, Ayes 11, Noes 0",639,6
ab0425,2023,RS,Asm.,2024-02-07,Referred to committee on Rules,639,7
ab0425,2023,RS,Asm.,2024-02-15,Placed on calendar 2-20-2024 by Committee on Rules,,8
ab0425,2023,RS,Asm.,2024-02-20,Laid on the table,722,9
ab0425,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,10
ab0426,2023,RS,Asm.,2023-09-19,"Introduced by Representatives Sortwell, Penterman, Baldeh, Melotik, Ohnstad and Ortiz-Velez; 
cosponsored by Senator James",297,1
ab0426,2023,RS,Asm.,2023-09-19,Read first time and referred to Committee on Criminal Justice and Public Safety,297,2
ab0426,2023,RS,Asm.,2023-10-11,Representative Subeck added as a coauthor,336,3
ab0426,2023,RS,Asm.,2024-02-20,Representative Emerson added as a coauthor,716,4
ab0426,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,5
ab0427,2023,RS,Asm.,2023-09-19,"Introduced by Representatives Subeck, Joers, C. Anderson, J. Anderson, Bare, Cabrera, Conley, Considine, Drake, Emerson, Ohnstad, Ortiz-Velez, Palmeri, Ratcliff, Shelton, Stubbs and Jacobson; 
cosponsored by Senators Carpenter, Larson, Roys, Spreitzer and Taylor",297,1
ab0427,2023,RS,Asm.,2023-09-19,"Read first time and referred to Committee on Health, Aging and Long-Term Care",297,2
ab0427,2023,RS,Asm.,2023-11-10,Fiscal estimate received,,3
ab0427,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,4
ab0428,2023,RS,Asm.,2023-09-19,"Introduced by Representatives Subeck, Palmeri, J. Anderson, Baldeh, Conley, Considine, Emerson, Joers, Ohnstad, Ratcliff, Shelton, Stubbs, Clancy and Madison; 
cosponsored by Senators Roys, Larson and Spreitzer",297,1
ab0428,2023,RS,Asm.,2023-09-19,"Read first time and referred to Committee on Health, Aging and Long-Term Care",297,2
ab0428,2023,RS,Asm.,2023-10-17,Fiscal estimate received,,3
ab0428,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,4
ab0429,2023,RS,Asm.,2023-09-19,"Introduced by Representatives Subeck, Ratcliff, J. Anderson, Baldeh, Bare, Drake, Emerson, Madison, Palmeri, Shelton, Snodgrass, Stubbs and Clancy; 
cosponsored by Senators Spreitzer and Roys",297,1
ab0429,2023,RS,Asm.,2023-09-19,"Read first time and referred to Committee on Health, Aging and Long-Term Care",297,2
ab0429,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,3
ab0430,2023,RS,Asm.,2023-09-19,"Introduced by Representatives Summerfield, O'Connor, Steffen, Michalski, Edming, Green, Bodden, Gustafson and Behnke; 
cosponsored by Senators James, Tomczyk, Quinn and Ballweg",297,1
ab0430,2023,RS,Asm.,2023-09-19,Read first time and referred to Committee on Sporting Heritage,297,2
ab0430,2023,RS,Asm.,2023-11-06,Assembly Substitute Amendment 1 offered by Representative Summerfield,412,3
ab0430,2023,RS,Asm.,2023-11-08,Public hearing held,,4
ab0430,2023,RS,Asm.,2023-11-15,Executive action taken,,5
ab0430,2023,RS,Asm.,2023-12-01,"Report Assembly Substitute Amendment 1 adoption recommended by Committee on Sporting Heritage, Ayes 12, Noes 0",487,6
ab0430,2023,RS,Asm.,2023-12-01,"Report passage as amended recommended by Committee on Sporting Heritage, Ayes 12, Noes 0",487,7
ab0430,2023,RS,Asm.,2023-12-01,Referred to committee on Rules,487,8
ab0430,2023,RS,Asm.,2024-01-23,Made a special order of business at 10:18 AM on 1-25-2024 pursuant to Assembly Resolution 23,585,9
ab0430,2023,RS,Asm.,2024-01-25,Laid on the table,602,10
ab0430,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,11
ab0431,2023,RS,Asm.,2023-09-19,"Introduced by Representatives Rozar, S. Johnson, Behnke, Brandtjen, Clancy, Gustafson, Madison, Moses, O'Connor, Schmidt, Tusler, VanderMeer and Wichgers; 
cosponsored by Senator Cabral-Guevara",297,1
ab0431,2023,RS,Asm.,2023-09-19,"Read first time and referred to Committee on Health, Aging and Long-Term Care",297,2
ab0431,2023,RS,Asm.,2023-10-10,Fiscal estimate received,,3
ab0431,2023,RS,Asm.,2023-10-10,Public hearing held,,4
ab0431,2023,RS,Asm.,2023-10-13,Representative Tusler withdrawn as a coauthor,346,5
ab0431,2023,RS,Asm.,2023-11-09,Representative Clancy withdrawn as a coauthor,453,6
ab0431,2023,RS,Asm.,2023-11-09,Executive action taken,,7
ab0431,2023,RS,Asm.,2023-11-09,"Report passage recommended by Committee on Health, Aging and Long-Term Care, Ayes 12, Noes 3",442,8
ab0431,2023,RS,Asm.,2023-11-09,Referred to committee on Rules,442,9
ab0431,2023,RS,Asm.,2023-11-09,Placed on calendar 11-14-2023 by Committee on Rules,,10
ab0431,2023,RS,Asm.,2023-11-13,Representative Madison withdrawn as a coauthor,459,11
ab0431,2023,RS,Asm.,2023-11-14,Laid on the table,467,12
ab0431,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,13
ab0432,2023,RS,Asm.,2023-09-19,"Introduced by Representatives Hurd, Petryk, Allen, Behnke, Brandtjen, Callahan, Donovan, Edming, Green, Gundrum, Gustafson, Kitchens, Michalski, Oldenburg, Penterman, Tusler and Palmeri; 
cosponsored by Senators James, Ballweg, Cabral-Guevara, Feyen, Stroebel, Nass and Marklein",297,1
ab0432,2023,RS,Asm.,2023-09-19,"Read first time and referred to Committee on Health, Aging and Long-Term Care",297,2
ab0432,2023,RS,Asm.,2023-09-28,Fiscal estimate received,,3
ab0432,2023,RS,Asm.,2023-10-05,Assembly Amendment 1 offered by Representative Hurd,323,4
ab0432,2023,RS,Asm.,2023-10-10,Fiscal estimate received,,5
ab0432,2023,RS,Asm.,2024-01-10,Public hearing held,,6
ab0432,2023,RS,Asm.,2024-01-11,Representative Moses added as a coauthor,543,7
ab0432,2023,RS,Asm.,2024-01-17,Executive action taken,,8
ab0432,2023,RS,Asm.,2024-02-14,"Report passage recommended by Committee on Health, Aging and Long-Term Care, Ayes 11, Noes 5",676,9
ab0432,2023,RS,Asm.,2024-02-14,Referred to committee on Rules,676,10
ab0432,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,11
ab0433,2023,RS,Asm.,2023-09-19,"Introduced by Representatives Donovan, Allen, Brandtjen, Edming, Gundrum, Maxey, Murphy, O'Connor, Penterman, Sortwell, Dittrich and Wichgers; 
cosponsored by Senators Bradley, Hutton, Nass, Stroebel and Ballweg",297,1
ab0433,2023,RS,Asm.,2023-09-19,Read first time and referred to Committee on Criminal Justice and Public Safety,297,2
ab0433,2023,RS,Asm.,2023-09-21,Representative Rettinger added as a coauthor,306,3
ab0433,2023,RS,Asm.,2023-10-31,Fiscal estimate received,,4
ab0433,2023,RS,Asm.,2023-11-29,Fiscal estimate received,,5
ab0433,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,6
ab0434,2023,RS,Asm.,2023-09-19,"Introduced by Representatives Sortwell, Gustafson, Stubbs, Tusler, Baldeh and Wichgers; 
cosponsored by Senators Cowles and Wanggaard",297,1
ab0434,2023,RS,Asm.,2023-09-19,Read first time and referred to Committee on Education,298,2
ab0434,2023,RS,Asm.,2023-09-21,Representative O'Connor added as a coauthor,303,3
ab0434,2023,RS,Asm.,2023-10-26,Public hearing held,,4
ab0434,2023,RS,Asm.,2023-10-30,Fiscal estimate received,,5
ab0434,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,6
ab0435,2023,RS,Asm.,2023-09-19,"Introduced by Representatives Binsfeld, Myers, Baldeh, Brandtjen, Cabrera, Donovan and Schmidt; 
cosponsored by Senators Stroebel, Knodl, Hutton, Nass and Taylor",298,1
ab0435,2023,RS,Asm.,2023-09-19,Read first time and referred to Committee on Education,298,2
ab0435,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,3
ab0436,2023,RS,Asm.,2023-09-19,"Introduced by Representatives Subeck, C. Anderson, Andraca, Baldeh, Bare, Behnke, Cabrera, Clancy, Conley, Considine, Drake, Emerson, Joers, Myers, Ohnstad, Palmeri, Ratcliff, Rozar, Shankland, Sinicki, Snodgrass, Stubbs, Tusler, Vining, Billings and Jacobson; 
cosponsored by Senators Ballweg, Agard, Cabral-Guevara, Carpenter, Hesselbein, Jacque, L. Johnson, Larson, Roys, Spreitzer, Taylor and Wirch",298,1
ab0436,2023,RS,Asm.,2023-09-19,Read first time and referred to Committee on Labor and Integrated Employment,298,2
ab0436,2023,RS,Asm.,2023-09-26,Fiscal estimate received,,3
ab0436,2023,RS,Asm.,2023-10-03,Representatives Hong and Schutt added as coauthors,320,4
ab0436,2023,RS,Asm.,2023-10-24,Representative Madison added as a coauthor,382,5
ab0436,2023,RS,Asm.,2024-03-07,Representative Neubauer added as a coauthor,797,6
ab0436,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,7
ab0437,2023,RS,Asm.,2023-09-20,"Introduced by Representatives Callahan and Dittrich; 
cosponsored by Senator Felzkowski",300,1
ab0437,2023,RS,Asm.,2023-09-20,Read first time and referred to Committee on Insurance,300,2
ab0437,2023,RS,Asm.,2023-10-09,Assembly Amendment 1 offered by Representative Callahan,327,3
ab0437,2023,RS,Asm.,2023-10-09,Fiscal estimate received,,4
ab0437,2023,RS,Asm.,2023-10-24,Public hearing held,,5
ab0437,2023,RS,Asm.,2023-11-02,Executive action taken,,6
ab0437,2023,RS,Asm.,2023-11-08,"Report Assembly Amendment 1 adoption recommended by Committee on Insurance, Ayes 8, Noes 0",434,7
ab0437,2023,RS,Asm.,2023-11-08,"Report passage as amended recommended by Committee on Insurance, Ayes 8, Noes 0",434,8
ab0437,2023,RS,Asm.,2023-11-08,Referred to committee on Rules,434,9
ab0437,2023,RS,Asm.,2023-11-09,Placed on calendar 11-14-2023 by Committee on Rules,,10
ab0437,2023,RS,Asm.,2023-11-13,Representative Gustafson added as a coauthor,458,11
ab0437,2023,RS,Asm.,2023-11-14,Read a second time,467,12
ab0437,2023,RS,Asm.,2023-11-14,Assembly Amendment 1 adopted,467,13
ab0437,2023,RS,Asm.,2023-11-14,Ordered to a third reading,467,14
ab0437,2023,RS,Asm.,2023-11-14,Rules suspended,467,15
ab0437,2023,RS,Asm.,2023-11-14,Read a third time and passed,467,16
ab0437,2023,RS,Asm.,2023-11-14,Ordered immediately messaged,467,17
ab0437,2023,RS,Sen.,2023-11-15,Received from Assembly,625,18
ab0437,2023,RS,Sen.,2023-11-21,Read first time and referred to committee on Insurance and Small Business,639,19
ab0437,2023,RS,Sen.,2023-12-12,Withdrawn from committee on Insurance and Small Business and rereferred to committee on Senate Organization pursuant to Senate Rule 46(2)(c),666,20
ab0437,2023,RS,Sen.,2023-12-12,Available for scheduling,,21
ab0437,2023,RS,Sen.,2024-01-12,"Public hearing requirement waived by committee on Senate Organization, pursuant to Senate Rule 18 (1m), Ayes 5, Noes 0",711,22
ab0437,2023,RS,Sen.,2024-01-12,Placed on calendar 1-16-2024 pursuant to Senate Rule 18(1),712,23
ab0437,2023,RS,Sen.,2024-01-16,Read a second time,726,24
ab0437,2023,RS,Sen.,2024-01-16,Ordered to a third reading,726,25
ab0437,2023,RS,Sen.,2024-01-16,Rules suspended to give bill its third reading,726,26
ab0437,2023,RS,Sen.,2024-01-16,Read a third time and concurred in,726,27
ab0437,2023,RS,Sen.,2024-01-16,Ordered immediately messaged,727,28
ab0437,2023,RS,Asm.,2024-01-16,Received from Senate concurred in,550,29
ab0437,2023,RS,Asm.,2024-01-17,Report correctly enrolled on 1-17-2024,560,30
ab0437,2023,RS,Asm.,2024-03-18,Presented to the Governor on 3-18-2024,808,31
ab0437,2023,RS,Asm.,2024-03-25,Report approved by the Governor on 3-22-2024. 2023 Wisconsin Act 212,816,32
ab0437,2023,RS,Asm.,2024-03-25,Published 3-23-2024,816,33
ab0438,2023,RS,Asm.,2023-09-28,"Introduced by Representatives Brooks, Duchow, Binsfeld, Rozar, O'Connor, Plumer, Melotik, Schmidt, Michalski and Swearingen; 
cosponsored by Senator Feyen",311,1
ab0438,2023,RS,Asm.,2023-09-28,Read first time and referred to Committee on State Affairs,311,2
ab0438,2023,RS,Asm.,2023-10-05,Public hearing held,,3
ab0438,2023,RS,Asm.,2023-10-11,Referred to joint survey committee on Tax Exemptions pursuant to s. 13.52 Wisconsin Statutes,336,4
ab0438,2023,RS,Asm.,2023-10-12,Assembly Amendment 1 offered by Representative Brooks,346,5
ab0438,2023,RS,Asm.,2023-10-12,Fiscal estimate received,,6
ab0438,2023,RS,Asm.,2023-10-12,"Report Assembly Amendment 1 adoption recommended by Committee on State Affairs, Ayes 14, Noes 0",340,7
ab0438,2023,RS,Asm.,2023-10-12,"Report passage as amended recommended by Committee on State Affairs, Ayes 13, Noes 1",341,8
ab0438,2023,RS,Asm.,2023-10-12,Referred to committee on Rules,341,9
ab0438,2023,RS,Asm.,2023-10-12,Placed on calendar 10-17-2023 by Committee on Rules,,10
ab0438,2023,RS,Asm.,2023-10-13,Fiscal estimate received,,11
ab0438,2023,RS,Asm.,2023-10-16,Executive action taken by joint survey committee on Tax Exemptions,,12
ab0438,2023,RS,Asm.,2023-10-16,"Report of Joint Survey Committee on Tax Exemptions received, Ayes 5, Noes 4",,13
ab0438,2023,RS,Asm.,2023-10-17,Read a second time,358,14
ab0438,2023,RS,Asm.,2023-10-17,Assembly Amendment 1 adopted,358,15
ab0438,2023,RS,Asm.,2023-10-17,Ordered to a third reading,358,16
ab0438,2023,RS,Asm.,2023-10-17,Rules suspended,358,17
ab0438,2023,RS,Asm.,2023-10-17,"Read a third time and passed, Ayes 69, Noes 27",358,18
ab0438,2023,RS,Asm.,2023-10-17,Ordered immediately messaged,359,19
ab0438,2023,RS,Sen.,2023-10-17,Received from Assembly,521,20
ab0438,2023,RS,Sen.,2023-10-18,Read first time and referred to committee on Government Operations,540,21
